,[Measurement,Info,Unnamed: 2,average_1,average_2,average_3,average_4,average_5,average_6,average_7,average_8,average_9,average_10
1149,19:19:02,40.012792,116.47361699999999,-105.13877551020407,-107.13799999999999,-111.76499999999999,-111.94900000000001,-110.54900000000002,-122.20600000000009,-122.08099999999996,-122.522,-121.278,-120.18038775510206
1151,19:19:03,40.01279,116.47363700000001,-99.27448979591838,-108.164,-106.39799999999994,-110.83199999999995,-107.213,-122.15100000000002,-120.86800000000001,-121.34899999999999,-122.15700000000001,-120.94374489795922
1152,19:19:03,40.012788,116.47365900000001,-104.11734693877551,-109.85000000000004,-106.84000000000003,-114.67699999999999,-110.059,-122.11899999999997,-121.24199999999998,-121.75299999999999,-122.295,-121.5941734693877
1153,19:19:03,40.012787,116.47368,-108.31326530612243,-109.33200000000002,-109.32199999999999,-111.42700000000005,-111.40200000000003,-122.14299999999999,-122.08400000000009,-122.59899999999996,-122.18600000000002,-122.41213265306118
1155,19:19:03,40.012783,116.4737,-101.86020408163269,-102.582,-111.47799999999998,-111.43900000000004,-116.61000000000001,-121.96000000000005,-121.88999999999996,-120.34300000000003,-123.19700000000006,-121.78360204081635
1156,19:19:04,40.01278,116.47371899999999,-110.29081632653063,-110.92100000000006,-111.445,-114.87600000000003,-117.355,-122.21699999999998,-122.11100000000002,-122.62600000000003,-123.26100000000008,-121.76590816326534
1157,19:19:04,40.012776,116.473739,-108.08469387755103,-109.942,-113.15100000000001,-115.93100000000003,-116.46900000000004,-122.184,-122.09599999999995,-122.59000000000003,-123.229,-121.38784693877552
1158,19:19:04,40.012772999999996,116.47375900000002,-106.43469387755103,-112.61000000000004,-108.26500000000001,-112.97300000000001,-110.67999999999995,-122.18699999999995,-122.109,-122.60199999999993,-121.20199999999998,-122.54934693877556
1159,19:19:05,40.012769,116.473778,-108.28877551020408,-109.53099999999999,-111.91600000000004,-113.75799999999998,-116.16599999999998,-121.60900000000007,-121.36699999999995,-122.56699999999995,-122.546,-122.60988775510208
1160,19:19:05,40.012766,116.473798,-108.17959183673467,-115.14300000000001,-114.07199999999995,-113.22000000000001,-116.08599999999997,-121.8590000000001,-122.06500000000004,-122.50699999999999,-122.47900000000003,-121.68679591836737
1162,19:19:05,40.012762,116.473818,-108.43673469387757,-109.78600000000002,-112.11100000000005,-111.89800000000001,-115.45500000000001,-121.12,-120.18699999999998,-121.65900000000002,-122.645,-122.14936734693876
1163,19:19:06,40.012755,116.473841,-109.15714285714287,-112.08199999999994,-114.32700000000001,-115.358,-114.62200000000004,-121.69600000000004,-121.11299999999996,-120.37599999999996,-122.01899999999999,-122.7215714285714
1164,19:19:06,40.012747999999995,116.47386499999999,-110.48673469387751,-114.87299999999999,-112.81499999999998,-116.88899999999994,-115.17099999999995,-122.07800000000003,-122.10299999999998,-122.63400000000007,-121.92400000000004,-120.25886734693883
1165,19:19:06,40.012733000000004,116.47391200000001,-106.37959183673468,-112.915,-113.07799999999999,-113.85299999999998,-116.01000000000002,-122.61599999999997,-122.32599999999995,-122.61399999999996,-123.23900000000002,-123.05379591836736
1166,19:19:07,40.012726,116.47393500000001,-107.84897959183677,-109.79200000000004,-114.46500000000002,-113.62,-117.93200000000003,-122.70599999999996,-121.98899999999998,-121.84599999999999,-123.18599999999996,-120.77448979591838
1167,19:19:07,40.012719,116.47395800000001,-106.88367346938774,-111.12500000000001,-112.87299999999998,-112.83300000000001,-116.09200000000003,-122.86399999999999,-122.04999999999997,-121.91300000000003,-123.15800000000002,-121.4428367346939
1169,19:19:07,40.012715,116.473977,-105.25816326530614,-111.42099999999999,-112.46499999999997,-115.60199999999998,-114.67500000000005,-122.65,-122.24699999999999,-122.15900000000002,-123.20599999999999,-120.31658163265305
1170,19:19:08,40.012710999999996,116.473995,-106.66530612244901,-112.00999999999998,-110.90899999999999,-110.77699999999996,-113.36099999999996,-122.70400000000001,-122.498,-122.513,-122.98,-122.79165306122451
1171,19:19:08,40.012707,116.47401200000002,-105.68775510204085,-106.955,-110.22899999999998,-110.63499999999998,-113.20800000000007,-122.96999999999998,-122.68400000000001,-121.51700000000004,-123.18800000000003,-122.98687755102036
1173,19:19:08,40.012703,116.47403,-103.39591836734691,-110.45900000000003,-113.69,-108.876,-113.01899999999999,-122.73399999999998,-122.40500000000002,-120.60100000000004,-123.18699999999998,-123.03795918367348
1174,19:19:09,40.012701,116.47405,-105.8122448979592,-111.12800000000004,-112.53199999999995,-112.49400000000006,-116.64699999999998,-122.82800000000002,-122.63000000000005,-121.82000000000002,-122.70299999999999,-123.0201224489796
1175,19:19:09,40.012698,116.47407,-105.45816326530611,-110.96199999999992,-111.77900000000004,-113.83599999999997,-113.965,-122.72899999999998,-122.64100000000006,-121.72400000000003,-121.02700000000009,-123.07658163265307
1176,19:19:09,40.012695,116.47408899999999,-105.97755102040821,-110.70699999999995,-112.442,-116.08600000000004,-112.69499999999998,-121.334,-121.72900000000007,-122.416,-121.663,-120.20077551020415
1177,19:19:09,40.012692,116.47410900000001,-106.05102040816328,-111.62100000000002,-111.34100000000001,-115.19699999999999,-116.43299999999998,-121.68699999999998,-122.31300000000002,-122.49799999999999,-123.229,-122.63951020408167
1178,19:19:10,40.01269,116.47412800000001,-104.33775510204079,-109.36200000000001,-113.92300000000002,-110.59500000000006,-117.41800000000005,-122.46999999999998,-122.079,-122.52,-123.24900000000005,-122.40437755102039
1179,19:19:10,40.012687,116.474148,-105.48061224489793,-111.40799999999997,-110.88200000000002,-114.60300000000001,-116.69599999999998,-122.347,-122.16199999999998,-122.99599999999995,-122.65500000000002,-121.8868061224489
1181,19:19:10,40.012684,116.474167,-105.07346938775511,-111.19800000000004,-111.54400000000001,-112.79800000000002,-115.28099999999995,-121.72500000000005,-120.94800000000005,-121.47900000000003,-123.41900000000004,-122.7577346938776
1182,19:19:11,40.012681,116.474185,-105.86632653061223,-111.86099999999995,-111.06199999999998,-115.42999999999998,-115.63300000000005,-122.94800000000004,-122.84399999999998,-123.06100000000004,-123.47900000000006,-122.57666326530617
1183,19:19:11,40.012677000000004,116.474204,-106.53979591836742,-111.30300000000003,-112.103,-113.96500000000003,-115.81400000000004,-122.96199999999999,-122.8670000000001,-123.12399999999997,-123.39700000000006,-121.67239795918366
1184,19:19:11,40.012674,116.474222,-106.75612244897961,-113.03699999999999,-113.17000000000002,-112.81599999999999,-117.195,-121.43699999999997,-121.32999999999998,-123.06799999999996,-123.35300000000001,-123.24356122448982
1185,19:19:12,40.012671000000005,116.47424,-106.17755102040816,-109.73100000000004,-113.743,-112.97300000000001,-116.34000000000002,-122.98700000000001,-122.89800000000001,-120.65199999999999,-123.38100000000003,-118.87477551020409
1186,19:19:12,40.012668,116.474258,-106.30306122448985,-110.521,-113.294,-112.85099999999998,-115.745,-122.91600000000004,-121.44200000000001,-121.59800000000008,-123.41799999999998,-123.2550306122449
1187,19:19:12,40.012664,116.474277,-107.30918367346943,-109.15299999999998,-110.91999999999996,-112.44900000000001,-114.68600000000002,-123.04199999999999,-122.87099999999995,-121.56000000000006,-123.419,-121.66809183673467
1189,19:19:12,40.012662,116.474295,-107.00510204081631,-111.556,-110.238,-113.27199999999998,-116.15100000000004,-123.01900000000009,-122.82700000000001,-122.289,-123.45900000000002,-122.40305102040811
1190,19:19:13,40.01266,116.474313,-102.80714285714286,-110.05899999999998,-112.21400000000006,-112.05400000000004,-117.01599999999996,-122.97200000000004,-122.83699999999997,-119.44500000000004,-123.38,-123.22607142857136
1192,19:19:13,40.012656,116.474355,-109.05510204081637,-108.00499999999998,-111.09400000000001,-111.264,-114.689,-122.96799999999992,-122.89699999999999,-121.30900000000001,-123.71099999999998,-121.25255102040808
1193,19:19:14,40.012654,116.474372,-106.22857142857143,-109.56200000000008,-109.10199999999998,-111.07299999999995,-112.67900000000002,-121.82600000000002,-120.57599999999998,-120.28100000000002,-123.61400000000002,-116.01428571428579
1194,19:19:14,40.012651,116.474411,-110.69693877551018,-107.45,-110.179,-110.64599999999997,-112.11699999999999,-122.99700000000006,-122.85799999999996,-123.08200000000002,-118.99700000000009,-121.77496938775515
1196,19:19:15,40.012646999999994,116.47445400000001,-106.60816326530615,-109.09400000000005,-109.97699999999999,-110.64799999999994,-112.40900000000002,-122.195,-122.86100000000002,-123.05799999999999,-120.88299999999998,-119.5370816326531
1197,19:19:16,40.012644,116.47447199999999,-105.380612244898,-107.06699999999996,-108.36999999999998,-111.02900000000001,-114.46700000000001,-122.808,-121.49100000000004,-121.84799999999997,-121.51399999999994,-122.96580612244901
1198,19:19:16,40.012640999999995,116.47448999999999,-108.46122448979594,-105.82699999999998,-106.96500000000003,-105.58699999999997,-112.75899999999997,-122.64399999999999,-122.58699999999997,-122.78900000000004,-123.74000000000002,-121.811612244898
1199,19:19:16,40.012638,116.47450900000001,-105.4173469387755,-106.22299999999996,-106.946,-109.60700000000004,-109.69200000000005,-122.95499999999994,-122.87699999999997,-122.029,-123.47800000000002,-122.96517346938775
1201,19:19:16,40.012634999999996,116.474525,-107.92244897959179,-107.96299999999998,-107.58100000000002,-107.56899999999996,-111.95600000000005,-123.01199999999996,-122.92199999999997,-121.90699999999998,-123.76899999999998,-123.207224489796
1202,19:19:17,40.012632,116.474542,-102.44693877551018,-102.27199999999999,-106.79599999999996,-108.507,-112.131,-123.32099999999996,-123.22999999999998,-122.69399999999997,-123.74900000000007,-123.18746938775506
1203,19:19:17,40.012629,116.474558,-102.77857142857148,-100.95200000000006,-106.541,-108.515,-112.10800000000003,-122.75800000000007,-123.13600000000002,-122.97199999999997,-121.94699999999995,-123.2747857142857
1204,19:19:17,40.012626000000004,116.474575,-106.18469387755097,-105.67800000000001,-108.26999999999998,-109.683,-112.48299999999993,-122.521,-122.33699999999995,-121.04799999999994,-120.846,-123.24184693877551
1205,19:19:18,40.012623,116.47459099999999,-103.85714285714292,-106.82900000000004,-108.02600000000002,-106.20999999999997,-109.69499999999996,-122.817,-123.25799999999998,-123.1199999999999,-123.69800000000005,-123.2065714285714
1206,19:19:18,40.01262,116.474607,-102.52040816326533,-104.54799999999997,-104.58900000000001,-108.46900000000004,-106.844,-123.28600000000004,-123.17400000000005,-123.13599999999998,-123.307,-122.78120408163264
1207,19:19:18,40.012617,116.474624,-101.01122448979596,-102.33500000000004,-102.28699999999999,-105.33899999999996,-107.89999999999995,-123.053,-122.88799999999999,-123.04800000000004,-123.06900000000005,-122.58611224489798
1209,19:19:19,40.012615000000004,116.474639,-101.3724489795919,-105.017,-107.92400000000002,-106.44800000000004,-111.68699999999997,-122.69599999999998,-122.60999999999999,-123.058,-123.68999999999997,-123.21872448979593
1210,19:19:19,40.012613,116.474655,-99.7622448979592,-102.51400000000001,-101.70100000000002,-104.36799999999998,-109.90100000000001,-123.13400000000003,-122.93999999999993,-123.05800000000005,-123.66500000000002,-118.77962244897964
1211,19:19:19,40.012611,116.474671,-97.12653061224493,-103.90899999999998,-104.602,-107.89100000000003,-109.75699999999995,-122.12499999999996,-122.01799999999999,-122.99199999999998,-123.68000000000004,-121.4042653061224
1213,19:19:19,40.012608,116.47468500000001,-95.97755102040811,-91.48099999999998,-93.43199999999999,-102.56799999999997,-107.26999999999998,-122.88400000000003,-122.77599999999998,-123.05699999999997,-123.71700000000004,-123.14477551020404
1214,19:19:20,40.012605,116.4747,-99.77653061224494,-102.33100000000002,-100.728,-105.896,-110.68799999999996,-122.068,-121.42299999999997,-122.48700000000001,-123.66100000000007,-121.43976530612242
1215,19:19:20,40.012602,116.47471499999999,-98.21326530612241,-102.54099999999997,-102.37700000000002,-103.55700000000007,-109.69699999999999,-123.06999999999996,-122.99699999999999,-123.05900000000005,-123.49300000000005,-122.05413265306119
1216,19:19:20,40.012599,116.47472900000001,-100.2979591836735,-101.15900000000003,-101.39399999999999,-106.54700000000001,-110.80499999999996,-122.31099999999996,-122.28299999999999,-122.65800000000004,-123.68299999999998,-123.20397959183674
1217,19:19:21,40.012596,116.474744,-101.03163265306121,-107.28900000000003,-109.43700000000001,-110.06100000000002,-110.25799999999998,-122.902,-122.57400000000001,-122.71800000000005,-122.17900000000003,-123.2363163265306
1218,19:19:21,40.012594,116.47475800000001,-96.78571428571433,-104.64500000000002,-106.594,-109.84499999999998,-108.39100000000003,-122.92699999999996,-122.50600000000004,-120.88600000000001,-116.384,-120.81685714285717
1220,19:19:21,40.012591,116.474773,-100.7326530612245,-106.77100000000006,-105.09500000000004,-106.98900000000005,-102.39399999999999,-122.80000000000001,-122.70400000000001,-119.13599999999998,-123.72100000000002,-123.06732653061215
1221,19:19:22,40.012586999999996,116.47478899999999,-98.44693877551023,-104.13400000000003,-104.37799999999991,-105.734,-108.57499999999993,-122.14700000000002,-122.02099999999997,-123.02600000000001,-122.73700000000001,-123.20146938775505
1222,19:19:22,40.012583,116.474805,-98.78265306122444,-103.65699999999997,-105.933,-103.48800000000003,-110.93500000000003,-122.41500000000005,-122.33099999999999,-123.02799999999993,-117.68200000000003,-121.38282653061225
1223,19:19:22,40.012578999999995,116.47482099999999,-98.53163265306127,-104.61099999999996,-105.507,-107.411,-109.62200000000001,-121.36999999999998,-122.473,-123.03499999999998,-119.95399999999998,-122.25131632653061
1225,19:19:23,40.012563,116.47488700000001,-99.8142857142857,-104.64699999999995,-104.17399999999999,-106.02900000000004,-102.82900000000001,-121.81499999999997,-122.71400000000006,-123.13300000000001,-122.26400000000001,-123.34714285714291
1226,19:19:24,40.012552,116.474934,-96.9673469387755,-101.01899999999998,-101.76500000000004,-98.01500000000004,-105.836,-122.06799999999997,-123.20200000000001,-122.91999999999999,-116.97499999999997,-120.18667346938781
1227,19:19:24,40.012547999999995,116.474952,-97.48571428571432,-97.66499999999998,-101.48399999999998,-102.34799999999996,-109.528,-123.30500000000004,-122.611,-122.45599999999999,-123.699,-123.56085714285712
1228,19:19:25,40.012544,116.474971,-98.48061224489791,-97.71499999999997,-103.906,-103.47399999999999,-108.56,-123.31999999999996,-123.20700000000001,-122.68400000000007,-123.69100000000002,-123.523806122449
1229,19:19:25,40.01254,116.474989,-98.09081632653067,-97.74700000000004,-104.012,-103.88300000000001,-104.23400000000001,-123.28100000000003,-123.055,-122.39400000000002,-123.70099999999996,-123.63390816326532
1231,19:19:25,40.012536,116.475007,-95.8234693877551,-102.12599999999999,-103.13799999999998,-107.77700000000003,-103.71799999999999,-123.10399999999998,-123.14599999999993,-122.30899999999998,-123.70500000000004,-123.60223469387752
1232,19:19:26,40.012532,116.475026,-97.18367346938776,-101.94700000000003,-98.22900000000001,-100.99600000000002,-102.986,-123.26800000000003,-123.13299999999995,-122.99699999999993,-123.64599999999992,-123.02883673469385
1233,19:19:26,40.012528,116.475044,-96.2285714285714,-102.56,-103.25100000000002,-98.42500000000005,-103.17300000000002,-122.99099999999999,-122.86600000000003,-122.96900000000004,-121.124,-123.53728571428572
1234,19:19:26,40.012524,116.47506200000001,-94.95714285714283,-100.80699999999997,-99.59899999999998,-97.45699999999995,-100.29799999999996,-123.12499999999999,-123.01299999999999,-123.00100000000008,-120.94400000000005,-122.96157142857139
1235,19:19:27,40.01252,116.475081,-94.52755102040827,-95.66300000000001,-99.425,-100.73700000000002,-99.38300000000002,-122.09200000000006,-122.87899999999999,-121.79999999999998,-123.854,-122.75027551020408
1236,19:19:27,40.012516,116.475099,-96.92142857142855,-98.47999999999998,-102.09200000000001,-100.45900000000003,-99.52700000000003,-122.82699999999998,-122.75199999999997,-121.76100000000002,-121.92599999999995,-118.02321428571426
1237,19:19:27,40.012512,116.475117,-97.09897959183671,-100.017,-100.57299999999995,-102.16400000000002,-102.93499999999999,-122.26400000000004,-122.34200000000001,-122.17500000000005,-121.95799999999996,-121.91298979591834
1239,19:19:27,40.012507,116.47513700000002,-97.70510204081631,-97.647,-99.73500000000001,-99.75400000000002,-106.72500000000005,-119.74700000000003,-118.68100000000003,-118.16599999999998,-123.78599999999999,-123.46705102040815
1240,19:19:28,40.012501,116.47515600000001,-95.94795918367345,-95.383,-100.80099999999995,-101.78300000000002,-107.92399999999998,-123.06299999999993,-123.271,-121.61599999999999,-123.88300000000002,-119.11947959183675
1241,19:19:28,40.012496,116.475176,-95.53367346938775,-94.80399999999996,-95.60999999999993,-101.33600000000004,-107.61199999999995,-118.82700000000003,-119.04699999999997,-123.45400000000001,-123.80299999999995,-119.48033673469394
1243,19:19:28,40.012489,116.475195,-96.80918367346938,-98.998,-101.19400000000003,-102.41999999999996,-105.74900000000004,-121.32300000000004,-121.77099999999994,-121.491,-123.85899999999998,-122.82409183673468
1244,19:19:29,40.012482,116.47521499999999,-95.70918367346938,-99.49100000000003,-99.042,-101.98899999999998,-103.22799999999998,-123.12499999999999,-123.22200000000001,-120.66500000000002,-123.73500000000011,-117.02509183673472
1245,19:19:29,40.012475,116.47523400000001,-97.14183673469384,-94.81599999999997,-94.51,-100.61899999999997,-107.08899999999998,-122.94099999999997,-121.23899999999999,-121.27200000000005,-123.83600000000004,-116.35041836734696
1247,19:19:30,40.012440000000005,116.47532700000001,-97.55408163265305,-97.13699999999997,-96.82400000000003,-96.33300000000003,-105.556,-122.96300000000005,-120.581,-120.7700000000001,-123.84800000000001,-123.62954081632657
1248,19:19:31,40.012431,116.475346,-90.78979591836737,-98.639,-99.83500000000004,-103.162,-101.77300000000005,-121.26200000000004,-120.69100000000005,-122.14400000000009,-123.42000000000007,-118.40789795918371
1249,19:19:31,40.012423,116.475365,-90.95204081632653,-99.39099999999995,-98.30599999999998,-97.67099999999999,-102.83499999999997,-121.75200000000001,-122.16299999999997,-122.85800000000003,-123.38100000000003,-119.00052040816333
1251,19:19:31,40.012415000000004,116.475384,-91.3285714285714,-100.45499999999998,-102.22200000000004,-101.27799999999998,-106.708,-122.55399999999997,-120.808,-121.31599999999999,-123.38399999999996,-123.34528571428572
1252,19:19:32,40.012392999999996,116.47545500000001,-91.25306122448976,-97.09699999999997,-96.036,-102.78299999999997,-100.14699999999998,-121.88400000000006,-122.385,-122.98699999999997,-116.69999999999999,-123.36353061224496
1253,19:19:33,40.012387,116.475475,-96.5377551020408,-97.64199999999997,-97.84899999999998,-99.68099999999998,-101.41199999999999,-120.6,-122.32700000000001,-123.01800000000003,-123.31399999999998,-123.41337755102039
1254,19:19:33,40.012381,116.475494,-93.42346938775513,-90.82300000000004,-94.57399999999998,-100.97399999999996,-101.417,-122.30700000000004,-122.3709999999999,-122.74500000000003,-120.54799999999997,-120.4682346938775
1256,19:19:33,40.012375,116.47551399999999,-92.40816326530607,-96.48200000000006,-96.486,-100.75000000000001,-98.64199999999997,-122.40000000000002,-122.40400000000001,-123.02700000000006,-121.10599999999991,-121.15408163265305
1257,19:19:34,40.012370000000004,116.475532,-93.8397959183673,-97.11300000000003,-98.51599999999999,-100.455,-97.17700000000002,-121.641,-121.652,-123.06500000000004,-123.16800000000005,-122.84639795918372
1258,19:19:34,40.012365,116.475551,-94.6938775510204,-99.58400000000002,-100.8,-96.15299999999996,-99.79900000000004,-122.60300000000001,-122.49899999999997,-123.04599999999999,-123.66299999999997,-121.08393877551023
1259,19:19:34,40.012359000000004,116.47556999999999,-94.32653061224488,-96.98299999999998,-100.233,-97.521,-106.24199999999998,-122.07900000000001,-121.97699999999992,-123.08900000000003,-123.56499999999994,-121.08526530612245
1261,19:19:34,40.012353999999995,116.47558799999999,-96.09693877551022,-92.49000000000002,-99.84900000000003,-97.71599999999997,-102.16900000000001,-121.89599999999994,-121.98099999999998,-123.09200000000001,-123.61099999999999,-123.33796938775515
1262,19:19:35,40.012347999999996,116.47560700000001,-98.21734693877552,-94.51900000000002,-98.639,-102.83900000000006,-104.691,-122.49799999999999,-122.38899999999992,-123.05900000000001,-123.46999999999997,-123.2661734693878
1263,19:19:35,40.012338,116.47564399999999,-94.75918367346938,-98.55900000000003,-99.37499999999993,-100.59200000000001,-103.892,-122.63900000000005,-122.025,-122.60400000000003,-123.69399999999997,-123.35559183673467
1264,19:19:36,40.012332,116.47566200000001,-93.93469387755103,-97.75600000000003,-99.61899999999997,-100.45799999999997,-106.25699999999995,-122.66500000000008,-122.515,-123.084,-123.64599999999994,-123.24134693877555
1265,19:19:36,40.012327,116.47568100000001,-95.70612244897961,-95.87399999999998,-96.01299999999999,-99.16799999999999,-107.096,-122.55799999999999,-122.41799999999998,-121.26200000000006,-123.584,-123.33606122448975
1267,19:19:36,40.012321,116.475699,-93.7285714285714,-97.552,-103.79999999999997,-97.04199999999996,-105.91400000000002,-122.56100000000002,-122.37800000000001,-121.021,-123.502,-123.07528571428577
1268,19:19:37,40.012316,116.47571599999999,-95.79387755102047,-98.22899999999998,-98.054,-97.46599999999997,-105.30199999999999,-122.60499999999995,-122.397,-123.09600000000002,-123.53899999999997,-122.65193877551013
1269,19:19:37,40.012311,116.475734,-93.26938775510206,-100.06300000000002,-104.38099999999997,-100.95400000000001,-106.81399999999998,-122.56799999999997,-122.34000000000002,-123.03900000000002,-121.45300000000002,-123.09869387755106
1270,19:19:37,40.012306,116.475751,-93.9397959183673,-96.03999999999998,-100.11800000000001,-94.96800000000003,-105.53299999999997,-122.165,-122.41699999999993,-123.04199999999997,-122.34500000000001,-123.32439795918366
1272,19:19:37,40.0123,116.475771,-95.89489795918364,-94.55800000000004,-98.35299999999995,-100.67800000000003,-103.351,-122.278,-122.39399999999999,-122.99,-123.53299999999996,-123.66794897959177
1273,19:19:38,40.012294,116.47579099999999,-95.23979591836734,-97.66599999999997,-95.90500000000002,-98.32699999999998,-101.68299999999998,-122.48300000000006,-122.33199999999995,-123.14600000000002,-121.41600000000005,-123.20939795918372
1274,19:19:38,40.012287,116.475812,-94.44591836734693,-96.84899999999996,-95.962,-96.36200000000002,-99.361,-122.20099999999998,-122.02799999999998,-123.09699999999995,-123.20099999999998,-123.3134591836735
1275,19:19:38,40.012281,116.47583200000001,-95.5061224489796,-93.296,-95.82000000000002,-98.40399999999998,-109.15599999999993,-122.28099999999995,-122.13600000000004,-123.04300000000003,-123.35499999999996,-123.60106122448978
1276,19:19:39,40.012274,116.475852,-96.7265306122449,-97.62000000000006,-95.19699999999995,-101.03399999999998,-107.30900000000003,-122.62400000000005,-122.416,-123.09999999999998,-123.21900000000004,-122.66926530612244
1277,19:19:39,40.012268,116.475872,-97.16122448979591,-100.43599999999996,-99.63699999999999,-104.79899999999998,-102.08299999999997,-122.523,-121.91400000000009,-122.419,-123.038,-123.70561224489794
1279,19:19:39,40.012262,116.47588999999999,-95.10306122448975,-100.36000000000004,-98.53300000000002,-103.13500000000002,-106.84699999999995,-122.31599999999999,-122.19300000000001,-123.09400000000001,-122.85099999999998,-121.68703061224493
1280,19:19:40,40.012256,116.475907,-95.08775510204084,-99.48199999999999,-101.11600000000004,-102.69400000000002,-106.87299999999999,-122.59400000000005,-122.427,-123.16699999999999,-123.42300000000004,-121.7598775510204
1281,19:19:40,40.01225,116.47592399999999,-97.55510204081631,-101.18099999999997,-100.17800000000001,-100.07700000000004,-104.17399999999999,-122.56100000000002,-121.92299999999996,-122.60500000000002,-123.41499999999996,-123.3815510204081
1283,19:19:40,40.012244,116.47594099999999,-97.87040816326535,-101.01600000000002,-101.42200000000001,-102.16899999999995,-105.60399999999998,-122.32200000000003,-121.63600000000002,-122.48500000000004,-122.57499999999996,-122.81770408163261
1284,19:19:40,40.012237,116.475959,-96.02755102040814,-100.85300000000002,-102.04500000000002,-104.556,-106.589,-121.33999999999997,-121.70699999999997,-123.01800000000007,-121.708,-122.27527551020408
1285,19:19:41,40.012229999999995,116.475976,-97.78367346938778,-102.25399999999996,-99.82600000000002,-99.704,-103.889,-121.50699999999998,-120.90199999999999,-119.86400000000003,-121.14200000000002,-122.34683673469384
1286,19:19:41,40.012223,116.475994,-98.31122448979592,-100.57100000000004,-101.154,-103.02900000000004,-107.09700000000001,-122.391,-122.16699999999997,-122.962,-122.12099999999998,-122.1401122448979
1287,19:19:41,40.012215999999995,116.47601100000001,-95.49897959183672,-100.59899999999998,-100.90000000000002,-101.36399999999998,-108.671,-122.35600000000005,-122.17600000000002,-123.072,-121.06300000000002,-123.5999897959184
1288,19:19:42,40.012209000000006,116.476028,-97.72346938775507,-99.331,-96.63599999999998,-97.53399999999999,-107.281,-122.28999999999998,-122.10500000000003,-122.98899999999992,-118.787,-122.16623469387756
1289,19:19:42,40.012202,116.476046,-98.10510204081633,-97.60000000000002,-92.40699999999998,-101.59200000000003,-105.755,-121.46699999999998,-122.17799999999994,-123.07399999999998,-122.25700000000005,-123.33705102040818
1291,19:19:42,40.012195,116.476064,-99.80714285714286,-96.73800000000003,-89.49499999999996,-99.97600000000003,-105.59899999999999,-121.57200000000005,-122.10900000000001,-122.964,-121.785,-121.99507142857139
1292,19:19:43,40.012187,116.476083,-94.24387755102035,-96.35199999999998,-94.74099999999999,-98.76999999999998,-105.58099999999999,-122.07800000000002,-121.95999999999992,-122.78999999999995,-121.43300000000005,-121.48943877551021
1293,19:19:43,40.012178999999996,116.476102,-97.83061224489794,-100.14400000000002,-100.234,-100.64100000000003,-107.52200000000002,-121.44100000000006,-121.45700000000005,-122.77800000000005,-123.332,-122.809306122449
1295,19:19:43,40.012171,116.47612099999999,-101.95510204081633,-100.93099999999998,-102.322,-102.33500000000002,-106.94799999999998,-122.39400000000002,-122.414,-123.416,-123.02500000000008,-122.20955102040814
1296,19:19:43,40.012165,116.47613799999999,-99.90306122448979,-100.95300000000002,-103.153,-104.4,-106.20900000000003,-122.45000000000003,-122.52799999999999,-123.19800000000004,-123.49900000000004,-122.14503061224492
1297,19:19:44,40.012158,116.476156,-95.44285714285714,-98.22200000000002,-98.34900000000003,-102.435,-107.34699999999997,-122.21500000000002,-122.25899999999997,-123.194,-123.65900000000002,-122.18742857142855
1298,19:19:44,40.012152,116.476174,-99.80816326530613,-97.281,-97.20599999999999,-103.73799999999996,-105.267,-122.43299999999999,-122.53500000000004,-123.32200000000003,-123.021,-120.77508163265306
1300,19:19:44,40.012146,116.476192,-95.67551020408166,-92.37199999999997,-95.96199999999997,-96.89699999999999,-104.81099999999995,-122.66699999999996,-122.156,-122.92500000000005,-123.88599999999995,-121.07675510204086
1301,19:19:45,40.012141,116.47621000000001,-91.72142857142862,-92.28999999999996,-97.01999999999998,-94.91799999999999,-104.31999999999996,-122.68700000000001,-121.91799999999998,-122.61299999999996,-123.62199999999999,-122.86521428571432
1302,19:19:45,40.012136,116.476228,-95.44285714285718,-93.82799999999997,-95.57900000000004,-96.318,-102.95299999999999,-122.52700000000003,-122.457,-123.11500000000002,-121.99400000000001,-123.05342857142858
1303,19:19:45,40.01213,116.476246,-93.62040816326535,-96.11800000000001,-95.29099999999995,-99.65200000000004,-102.00499999999998,-122.61600000000003,-122.51600000000002,-122.33000000000001,-123.42299999999994,-122.78820408163267
1304,19:19:46,40.012125,116.47626399999999,-94.21224489795915,-98.50500000000002,-97.59399999999997,-97.85099999999997,-100.28400000000005,-122.58100000000005,-122.58400000000002,-123.37400000000004,-123.39600000000004,-123.02412244897954
1305,19:19:46,40.01212,116.47628200000001,-92.569387755102,-97.70699999999997,-96.81499999999997,-93.77699999999996,-102.06800000000001,-122.67000000000002,-122.52599999999998,-123.32800000000005,-123.585,-123.204693877551
1306,19:19:46,40.012114000000004,116.4763,-90.09387755102041,-99.32500000000003,-100.95400000000001,-98.74000000000004,-105.19200000000001,-122.76500000000001,-122.478,-123.32300000000001,-122.887,-123.06393877551018
1308,19:19:46,40.012109,116.47631899999999,-86.36734693877551,-97.38799999999996,-101.59699999999997,-102.02499999999998,-99.583,-122.63300000000002,-122.42999999999995,-123.33499999999995,-122.6289999999999,-123.37967346938781
1309,19:19:47,40.012103,116.476339,-82.52551020408166,-97.05800000000004,-101.48,-99.12399999999998,-101.59700000000002,-122.40700000000004,-122.661,-123.229,-123.605,-122.52225510204086
