,[Measurement,Info,Unnamed: 2,average_1,average_2,average_3,average_4,average_5,average_6,average_7,average_8,average_9,average_10
4339,19:34:44,40.010264,116.469707,-78.6030612244898,-83.31899999999997,-84.83800000000001,-92.26,-89.86300000000001,-116.82800000000002,-116.31800000000001,-117.13500000000005,-117.20299999999996,-118.29803061224493
4340,19:34:44,40.010265000000004,116.469672,-78.7397959183673,-80.835,-83.108,-91.41400000000002,-86.86799999999998,-118.00099999999995,-117.53400000000003,-117.68900000000002,-117.18799999999997,-115.89939795918372
4341,19:34:44,40.010265000000004,116.46963799999999,-77.04489795918366,-82.70400000000001,-83.39599999999999,-87.65899999999999,-89.87999999999998,-116.75299999999996,-116.71899999999997,-117.54100000000003,-116.51299999999999,-119.35644897959186
4343,19:34:44,40.010265000000004,116.469604,-79.10306122448979,-81.11200000000001,-85.96700000000003,-85.90799999999996,-93.37999999999998,-117.51999999999992,-116.84100000000004,-118.26399999999998,-116.83500000000002,-118.19203061224495
4344,19:34:45,40.010265000000004,116.469571,-76.46734693877553,-78.288,-85.085,-84.60099999999998,-88.14300000000001,-116.13299999999994,-115.19400000000002,-118.7399999999999,-117.895,-115.23067346938771
4346,19:34:45,40.010265999999994,116.469502,-72.9714285714286,-77.499,-80.50000000000003,-87.93599999999994,-88.53200000000002,-117.84899999999999,-116.947,-118.20700000000002,-117.78499999999997,-118.05771428571433
4347,19:34:46,40.010267,116.46946899999999,-86.86326530612243,-83.999,-79.74300000000002,-82.708,-89.46499999999996,-117.93899999999998,-118.15900000000006,-118.08599999999998,-118.10499999999998,-118.67063265306128
4348,19:34:46,40.010267999999996,116.46942299999999,-81.33775510204082,-76.89099999999999,-80.22200000000004,-87.056,-91.82799999999999,-118.058,-117.37199999999991,-118.98899999999996,-116.72599999999998,-118.6233775510204
4349,19:34:46,40.010269,116.46939099999999,-83.56530612244894,-80.14699999999998,-86.86,-85.696,-90.965,-117.92299999999999,-117.01100000000002,-118.73200000000001,-114.80299999999997,-117.17565306122452
4351,19:34:48,40.010271,116.46925300000001,-71.41734693877552,-81.87,-83.68800000000005,-86.21699999999998,-91.24100000000004,-118.54700000000003,-118.02099999999999,-119.23899999999998,-118.97700000000007,-118.02017346938777
4352,19:34:48,40.010272,116.469222,-70.6030612244898,-80.19899999999998,-85.84299999999999,-87.39000000000001,-90.853,-117.39000000000004,-118.038,-118.68300000000005,-119.29899999999998,-119.03003061224489
4353,19:34:49,40.010272,116.469153,-67.51938775510203,-79.474,-83.044,-85.82400000000001,-90.31200000000004,-118.715,-118.53800000000001,-119.006,-119.205,-119.29719387755104
4354,19:34:49,40.010272,116.469121,-68.6918367346939,-83.32199999999999,-87.47000000000001,-86.99999999999999,-95.63500000000003,-117.52000000000002,-118.22899999999998,-119.38999999999999,-116.77099999999999,-118.78491836734695
4356,19:34:50,40.010273,116.469057,-69.44081632653061,-86.06599999999997,-89.46499999999997,-93.12500000000007,-92.65099999999998,-118.90400000000001,-118.96599999999995,-119.695,-118.86099999999993,-118.2504081632653
4357,19:34:50,40.010274,116.469025,-73.27142857142857,-86.18699999999998,-87.97500000000004,-92.517,-88.553,-119.01200000000004,-119.35199999999999,-119.83700000000012,-119.81900000000003,-116.89671428571421
4358,19:34:50,40.010275,116.468993,-72.3642857142857,-85.67000000000003,-90.54999999999997,-92.56399999999998,-97.78599999999999,-119.49700000000003,-119.14299999999997,-119.35299999999998,-116.47000000000006,-115.04764285714288
4360,19:34:50,40.010276,116.46896299999999,-72.19489795918366,-85.41100000000004,-88.11200000000001,-88.97700000000003,-91.70600000000007,-119.668,-119.14599999999999,-119.63199999999998,-115.95599999999999,-111.4549489795919
4361,19:34:51,40.010277,116.468933,-77.59489795918371,-86.87899999999996,-88.32699999999997,-93.36600000000007,-92.559,-119.77399999999996,-119.42300000000002,-119.86200000000007,-119.56299999999997,-118.56794897959182
4362,19:34:51,40.010279,116.468903,-74.57959183673469,-87.90899999999999,-87.18399999999998,-86.69399999999997,-92.069,-119.60700000000001,-119.25799999999998,-119.892,-119.64499999999998,-119.28579591836738
4363,19:34:51,40.010281,116.46887199999999,-75.62448979591841,-88.86600000000003,-86.92900000000002,-91.648,-91.87400000000004,-117.09500000000001,-118.021,-118.17999999999998,-115.75300000000003,-119.2252448979592
4364,19:34:52,40.010282000000004,116.468842,-77.55408163265307,-88.566,-84.70300000000003,-91.82599999999996,-101.355,-119.32600000000002,-119.21900000000001,-119.82900000000001,-116.02499999999996,-119.12954081632651
4365,19:34:52,40.010284000000006,116.46881200000001,-77.75918367346938,-90.51099999999997,-89.93199999999999,-90.02,-97.73599999999996,-117.296,-118.92299999999996,-119.75499999999994,-119.54000000000003,-119.13259183673472
4366,19:34:52,40.010284999999996,116.468782,-79.8581632653061,-84.99500000000002,-90.366,-90.883,-96.802,-118.90300000000005,-119.25600000000004,-119.70300000000002,-119.29099999999997,-116.32558163265303
4368,19:34:53,40.010288,116.468749,-81.32551020408165,-88.29900000000002,-87.23599999999999,-93.539,-93.79900000000002,-118.89999999999998,-119.32799999999999,-119.70899999999997,-118.95499999999997,-118.69325510204082
4369,19:34:53,40.010290999999995,116.468717,-87.78265306122452,-90.85499999999996,-92.69399999999997,-92.98599999999999,-99.08300000000004,-118.96999999999997,-119.12599999999993,-119.72000000000001,-118.44999999999999,-117.77082653061223
4370,19:34:53,40.010293,116.46868400000001,-79.79489795918364,-90.20699999999995,-95.03200000000002,-92.86600000000004,-98.45899999999997,-119.04299999999999,-119.35199999999998,-120.43400000000005,-118.81099999999996,-118.41394897959181
4372,19:34:53,40.010296000000004,116.468653,-86.82346938775513,-91.37200000000001,-89.889,-89.65700000000001,-100.80499999999998,-118.82500000000002,-119.56100000000002,-120.42400000000004,-119.34700000000004,-118.11523469387754
4373,19:34:54,40.010298999999996,116.468623,-88.03265306122448,-89.78200000000001,-94.46700000000003,-93.54,-97.60999999999996,-118.68299999999995,-118.38399999999996,-118.54199999999997,-117.882,-116.76532653061226
4374,19:34:54,40.010301,116.468593,-91.73367346938777,-89.41300000000001,-91.33099999999995,-101.41800000000003,-94.064,-118.464,-118.94499999999998,-119.84700000000004,-119.219,-118.76833673469382
4375,19:34:54,40.010304,116.468562,-83.8142857142857,-94.60099999999998,-90.07800000000002,-95.74600000000001,-100.22599999999997,-119.31400000000004,-119.75599999999997,-120.755,-119.73500000000001,-119.13014285714287
4376,19:34:55,40.010306,116.46853200000001,-85.38673469387757,-89.57,-92.339,-93.271,-101.20800000000001,-119.40700000000004,-119.90799999999997,-120.68000000000004,-119.87300000000006,-118.62686734693881
4377,19:34:55,40.010309,116.468502,-84.83061224489798,-90.17100000000002,-93.71499999999997,-92.99900000000001,-102.63499999999998,-119.56100000000004,-119.73699999999997,-120.59600000000002,-119.85900000000001,-118.96530612244895
4379,19:34:55,40.010312,116.468471,-86.98061224489798,-85.40699999999998,-86.39700000000002,-92.89999999999998,-94.78000000000002,-118.05799999999999,-119.45599999999993,-119.03199999999997,-119.73700000000002,-119.61080612244888
4380,19:34:56,40.010314,116.468441,-84.3897959183674,-92.08699999999997,-92.486,-95.213,-91.65399999999994,-118.23999999999998,-118.48499999999999,-118.04299999999999,-118.699,-116.8428979591837
4381,19:34:56,40.010315000000006,116.46841,-85.2704081632653,-96.905,-95.95500000000001,-93.00000000000001,-96.56300000000002,-119.36900000000006,-119.412,-120.40099999999998,-120.04600000000002,-119.72470408163268
4382,19:34:56,40.010317,116.46838000000001,-85.01632653061225,-92.93799999999999,-90.77099999999997,-91.427,-102.87599999999996,-119.38799999999999,-119.53400000000005,-120.344,-120.00300000000003,-119.80116326530606
4384,19:34:56,40.010318,116.468349,-80.64999999999996,-87.05799999999995,-88.42400000000004,-92.22900000000006,-99.61300000000001,-115.97000000000001,-118.167,-120.51800000000003,-111.03900000000002,-115.35749999999994
4385,19:34:57,40.010319,116.468318,-84.70204081632653,-88.774,-79.752,-94.77699999999999,-90.18299999999999,-116.75700000000005,-118.16700000000003,-117.81200000000007,-118.89199999999997,-119.13702040816327
4386,19:34:57,40.01032,116.46828700000002,-79.12959183673468,-84.98099999999998,-83.428,-96.39000000000006,-96.49699999999999,-118.75699999999999,-117.92700000000006,-118.70399999999997,-119.48199999999997,-117.37129591836734
4387,19:34:57,40.01032,116.468255,-79.17244897959183,-86.38799999999999,-80.32900000000001,-93.88200000000002,-96.80399999999995,-118.564,-119.96599999999995,-114.22900000000003,-118.69400000000002,-117.74572448979598
4388,19:34:58,40.010321000000005,116.46822399999999,-78.98979591836735,-87.39100000000002,-87.78499999999997,-91.22500000000004,-101.26499999999996,-116.64,-116.72899999999998,-120.40099999999997,-119.66199999999999,-117.00489795918375
4389,19:34:58,40.010321999999995,116.468193,-79.61734693877551,-81.89400000000002,-83.15699999999997,-89.74900000000004,-104.35400000000001,-118.08300000000003,-115.017,-115.49799999999993,-104.72400000000003,-101.24817346938772
4391,19:34:58,40.010321999999995,116.468162,-77.86122448979596,-86.37900000000002,-90.70599999999999,-98.4,-96.25200000000007,-116.21500000000003,-116.16199999999998,-113.68799999999996,-107.866,-111.779612244898
4392,19:34:59,40.010323,116.468131,-79.05408163265307,-88.40600000000002,-88.93800000000002,-99.50400000000003,-97.79699999999998,-108.25799999999998,-107.73500000000004,-114.30399999999997,-101.73999999999995,-106.7125408163265
4393,19:34:59,40.010323,116.4681,-76.31020408163266,-80.56400000000002,-87.88600000000001,-98.27500000000003,-94.90099999999995,-109.46100000000003,-112.50499999999994,-113.58400000000003,-111.735,-112.50510204081631
4394,19:34:59,40.010323,116.46806799999999,-77.67040816326531,-85.50899999999997,-93.08799999999998,-96.51299999999998,-103.43,-119.78599999999997,-120.10200000000003,-119.10999999999996,-120.48999999999998,-118.91970408163263
4395,19:34:59,40.010323,116.46803700000001,-78.05510204081635,-87.278,-91.15600000000002,-93.41300000000003,-100.26600000000003,-120.05499999999996,-120.17600000000002,-120.82000000000002,-120.34299999999999,-116.49955102040818
4396,19:35:00,40.010324,116.468005,-77.66122448979588,-89.647,-82.01199999999999,-92.71600000000001,-92.42600000000004,-118.17000000000002,-119.52400000000006,-120.50800000000001,-120.50599999999994,-119.80461224489792
4397,19:35:00,40.010324,116.467974,-79.93673469387757,-91.53499999999997,-94.96700000000003,-98.12700000000007,-96.705,-119.85099999999998,-119.90400000000011,-119.502,-120.12599999999999,-118.39636734693872
4399,19:35:00,40.010324,116.46794299999999,-78.2714285714286,-86.43499999999996,-92.99299999999998,-97.944,-97.914,-120.2040000000001,-120.00999999999998,-120.49000000000005,-120.19199999999996,-119.1247142857143
4400,19:35:01,40.010324,116.46791100000002,-80.94387755102045,-83.4,-88.85599999999998,-98.459,-97.03000000000003,-120.03700000000002,-119.97700000000006,-120.40399999999998,-120.521,-119.85843877551024
4401,19:35:01,40.010324,116.46787900000001,-78.67551020408165,-78.65499999999999,-87.29399999999998,-92.58499999999998,-103.65299999999996,-119.87300000000003,-120.097,-120.91700000000006,-119.12999999999994,-118.65375510204078
4402,19:35:01,40.010324,116.46784699999999,-84.83979591836736,-92.96100000000004,-89.854,-94.42200000000001,-103.47300000000001,-120.09000000000002,-120.10500000000003,-118.83400000000002,-120.41699999999996,-119.61039795918369
4403,19:35:02,40.010324,116.46781499999999,-80.67755102040817,-84.48900000000002,-86.19,-97.039,-100.32499999999996,-119.77500000000002,-120.25699999999998,-120.05799999999998,-120.50399999999999,-119.4707755102041
4404,19:35:02,40.010324,116.46778300000001,-80.71530612244895,-86.234,-89.395,-86.53399999999996,-97.19799999999998,-120.08899999999998,-120.38800000000005,-120.71599999999995,-120.57000000000002,-119.8241530612245
4405,19:35:02,40.010324,116.467751,-83.83571428571426,-87.34999999999998,-88.67400000000002,-92.82800000000002,-99.715,-119.91499999999998,-120.36599999999999,-120.86100000000005,-119.838,-119.24135714285715
4407,19:35:02,40.010324,116.46771899999999,-84.74693877551016,-84.53799999999997,-89.05699999999997,-89.62800000000003,-98.25799999999995,-119.75000000000004,-120.30400000000002,-120.87100000000001,-119.30300000000005,-120.00846938775514
4408,19:35:03,40.010324,116.46768600000001,-88.34999999999998,-88.97000000000001,-89.31,-93.12700000000004,-100.42199999999995,-117.36399999999996,-119.91599999999993,-119.21600000000001,-118.441,-118.35450000000004
4409,19:35:03,40.010323,116.467653,-89.66938775510202,-91.649,-89.23000000000006,-87.51299999999993,-100.54,-119.50100000000003,-120.38899999999995,-120.92100000000002,-119.94400000000002,-119.50969387755099
4410,19:35:03,40.010323,116.46762,-85.63877551020408,-92.58300000000003,-86.32800000000002,-94.66599999999998,-95.795,-120.17099999999995,-120.28299999999999,-120.92800000000001,-119.98199999999999,-120.10438775510204
4411,19:35:04,40.010323,116.46758700000001,-85.37755102040815,-91.52099999999999,-92.74800000000003,-96.36599999999999,-98.04299999999999,-119.72200000000001,-119.95099999999996,-120.81400000000005,-120.12200000000001,-120.35277551020408
4412,19:35:04,40.010323,116.467554,-83.01224489795915,-92.45799999999997,-87.15,-97.21099999999998,-98.83300000000001,-120.08500000000004,-120.32000000000004,-120.80900000000001,-120.071,-118.01912244897963
4414,19:35:04,40.010323,116.467522,-88.39591836734697,-93.973,-88.96800000000003,-92.34900000000002,-99.09600000000002,-119.53500000000003,-119.60999999999999,-120.47500000000002,-118.204,-116.82495918367344
4415,19:35:05,40.010323,116.46749399999999,-88.65102040816322,-94.678,-91.37500000000004,-94.38299999999998,-98.95599999999999,-116.63600000000004,-116.16999999999996,-115.862,-113.53700000000002,-108.30151020408161
4416,19:35:05,40.010323,116.46746499999999,-81.81632653061224,-93.399,-92.74899999999998,-87.95800000000001,-98.219,-118.51300000000009,-119.25599999999997,-120.08200000000001,-113.98800000000003,-115.60516326530608
4417,19:35:05,40.010321999999995,116.46743700000002,-90.3295918367347,-94.624,-92.40100000000002,-96.82400000000005,-98.98199999999996,-118.92199999999998,-118.20299999999999,-118.62500000000006,-116.47500000000002,-115.26629591836736
4419,19:35:05,40.010323,116.46741000000002,-85.30612244897961,-94.20900000000002,-90.43699999999998,-95.59300000000002,-101.77600000000001,-118.02199999999998,-117.81000000000002,-117.89199999999997,-110.01700000000002,-110.19906122448984
4420,19:35:06,40.010323,116.46738300000001,-85.87346938775516,-91.46999999999998,-93.56600000000005,-93.41300000000005,-103.945,-116.87199999999997,-116.16399999999994,-117.48600000000006,-108.51400000000001,-111.42173469387758
4421,19:35:06,40.010323,116.46735600000001,-91.15306122448978,-91.442,-96.65700000000002,-94.39,-101.93900000000005,-114.46700000000001,-115.96700000000001,-117.20299999999999,-111.07799999999997,-113.89353061224489
4422,19:35:06,40.010323,116.467329,-89.19081632653062,-93.235,-92.551,-98.308,-99.18599999999998,-114.605,-115.51600000000002,-114.89599999999999,-112.66299999999995,-113.30790816326535
4423,19:35:07,40.010323,116.467285,-86.07755102040817,-97.35699999999997,-99.11100000000005,-100.94199999999996,-96.75599999999997,-117.837,-114.73999999999998,-110.91899999999998,-104.96399999999998,-101.28777551020407
4425,19:35:08,40.010326,116.467203,-82.04285714285714,-88.10200000000005,-96.831,-100.38700000000004,-101.84899999999996,-117.00099999999999,-117.91199999999995,-115.86699999999995,-108.45600000000002,-108.57042857142858
4427,19:35:08,40.010328,116.467175,-89.14387755102038,-88.28200000000001,-93.517,-96.23200000000003,-101.668,-108.71099999999993,-110.873,-115.32099999999997,-113.10700000000004,-113.8374387755102
4428,19:35:09,40.010329999999996,116.467153,-79.8265306122449,-89.14600000000002,-90.82600000000001,-103.68,-99.48200000000001,-111.16199999999999,-115.01200000000003,-115.27699999999996,-112.47200000000007,-113.18726530612247
4429,19:35:09,40.010333,116.46713100000001,-77.85408163265306,-93.811,-91.99199999999998,-100.575,-100.20400000000001,-109.73499999999999,-109.43999999999997,-112.741,-107.25499999999998,-112.38054081632656
4431,19:35:09,40.010337,116.46711100000002,-76.45918367346938,-87.22000000000006,-95.515,-88.60099999999998,-95.05300000000003,-109.03999999999998,-111.75800000000002,-112.18100000000004,-112.11999999999998,-109.12559183673461
4432,19:35:10,40.010343,116.46709399999999,-76.91836734693878,-87.47899999999996,-87.802,-89.14099999999999,-99.08499999999998,-109.63799999999996,-114.426,-116.04600000000003,-112.7659999999999,-110.00718367346936
4433,19:35:10,40.010349,116.467076,-75.23469387755102,-85.455,-95.62199999999999,-89.63300000000001,-90.88900000000001,-107.07400000000003,-105.93800000000003,-107.12999999999998,-111.77799999999993,-114.47034693877553
4434,19:35:10,40.010356,116.467059,-71.94795918367349,-72.51599999999999,-89.65199999999999,-95.74399999999997,-92.554,-109.63800000000006,-110.31899999999996,-112.20599999999996,-108.52300000000001,-110.20147959183676
4435,19:35:11,40.010362,116.467041,-81.16224489795917,-90.70799999999997,-96.8030000000001,-96.022,-98.89000000000001,-112.87900000000002,-112.87100000000002,-112.192,-108.91999999999999,-107.95962244897969
4436,19:35:11,40.010368,116.467024,-76.25306122448976,-88.07000000000002,-96.31599999999999,-95.038,-101.71100000000003,-111.43899999999996,-111.54499999999994,-111.55600000000005,-108.267,-110.22253061224492
4437,19:35:11,40.010374,116.46700600000001,-80.95204081632652,-92.17699999999995,-95.62800000000003,-96.26900000000003,-99.485,-110.42700000000005,-109.52499999999996,-108.32700000000003,-102.86000000000001,-106.35752040816327
4439,19:35:11,40.010384,116.46699,-83.97755102040821,-91.47,-90.361,-90.76899999999998,-95.65000000000003,-102.56300000000002,-105.61300000000001,-102.04800000000002,-102.86499999999997,-98.7747755102041
4440,19:35:12,40.010397999999995,116.466977,-89.1581632653061,-96.08900000000003,-96.28399999999993,-100.55000000000001,-98.90900000000002,-102.55000000000004,-105.94899999999994,-105.98200000000008,-103.50900000000001,-101.67658163265308
4441,19:35:12,40.010412,116.46696299999999,-83.41428571428573,-93.91599999999998,-92.07700000000003,-97.46400000000001,-95.38000000000004,-98.34700000000004,-98.73899999999999,-99.10600000000001,-101.99499999999998,-101.66514285714283
4442,19:35:12,40.010426,116.46695,-83.3173469387755,-93.03400000000002,-96.49599999999997,-97.53600000000004,-99.49399999999996,-99.08400000000002,-103.83299999999996,-109.86200000000002,-100.84800000000004,-102.85517346938775
4443,19:35:13,40.01044,116.466936,-86.98775510204081,-92.26300000000005,-93.09299999999998,-91.90899999999996,-93.648,-101.11499999999997,-109.24799999999999,-109.555,-107.89500000000002,-110.3598775510204
4444,19:35:13,40.010453999999996,116.466922,-91.76122448979594,-94.84900000000002,-93.09100000000007,-100.01500000000004,-102.09800000000001,-111.01500000000004,-116.64200000000001,-115.90699999999998,-112.86400000000002,-112.33761224489794
4446,19:35:13,40.010469,116.46691000000001,-86.80510204081632,-94.906,-95.75200000000001,-103.24500000000002,-97.13499999999996,-116.23200000000003,-119.983,-120.147,-115.19200000000002,-107.96505102040823
4447,19:35:14,40.010487,116.46690600000001,-93.23367346938778,-96.19299999999997,-98.598,-105.089,-104.79600000000002,-115.13800000000003,-115.49100000000004,-108.751,-96.86899999999997,-99.25633673469385
4448,19:35:14,40.010505,116.466902,-96.26122448979594,-95.867,-98.712,-100.48799999999996,-104.26999999999997,-109.20399999999998,-110.43699999999998,-112.573,-107.77199999999999,-107.14461224489791
4449,19:35:14,40.010524,116.466898,-97.23571428571425,-98.20399999999998,-96.88200000000005,-91.17099999999999,-101.91799999999999,-109.32799999999997,-114.33200000000005,-115.10600000000001,-115.43200000000004,-113.64635714285714
4450,19:35:14,40.010542,116.466894,-96.25612244897958,-93.90399999999995,-98.91100000000006,-98.78600000000002,-103.91399999999996,-112.04000000000002,-115.16200000000002,-112.44599999999996,-113.097,-112.0125612244898
4451,19:35:15,40.01056,116.46688999999999,-97.11836734693875,-94.42799999999997,-95.512,-104.04799999999999,-101.94599999999998,-112.09700000000001,-114.19300000000004,-112.95600000000007,-106.09699999999997,-105.50718367346941
4452,19:35:15,40.010579,116.46688600000002,-92.5704081632653,-98.28099999999996,-100.706,-99.554,-100.339,-109.33300000000004,-111.02699999999993,-107.538,-104.83700000000003,-109.27070408163263
4454,19:35:15,40.010597,116.46688400000001,-89.64081632653061,-100.80899999999998,-98.14699999999999,-100.67400000000002,-102.92200000000003,-107.33899999999994,-110.74300000000005,-113.99700000000003,-114.66899999999998,-107.83740816326532
4455,19:35:16,40.010616999999996,116.46688300000001,-93.72551020408162,-99.32099999999998,-101.92200000000003,-101.10400000000001,-104.51199999999999,-110.13700000000004,-116.41800000000005,-115.87200000000001,-114.912,-113.75125510204076
4456,19:35:16,40.010636,116.46688200000001,-94.98877551020408,-89.35400000000001,-87.05299999999997,-87.82999999999998,-90.01000000000002,-110.87199999999999,-112.88399999999997,-111.44900000000001,-108.23900000000003,-107.71488775510204
4458,19:35:16,40.010655,116.466881,-89.58469387755103,-100.912,-97.89799999999997,-101.65999999999997,-102.26899999999999,-109.87799999999997,-111.23500000000001,-112.55099999999999,-111.82300000000004,-113.72184693877549
4459,19:35:17,40.010675,116.46687800000001,-95.65306122448979,-99.34899999999999,-100.96999999999998,-102.32000000000008,-101.30399999999996,-115.317,-118.59199999999998,-118.56199999999997,-110.432,-113.72253061224492
4460,19:35:17,40.010695,116.466876,-99.65306122448978,-99.51199999999997,-97.63100000000003,-102.91799999999992,-104.44000000000001,-115.43400000000003,-118.71800000000002,-119.06499999999998,-116.85599999999998,-114.6945306122449
4461,19:35:17,40.010715000000005,116.46687299999999,-95.9673469387755,-96.79199999999999,-103.94400000000007,-102.58400000000002,-111.44299999999997,-119.02799999999996,-119.44900000000003,-117.20500000000001,-115.94599999999997,-114.38567346938783
4462,19:35:17,40.010735,116.466871,-97.29897959183673,-102.96899999999994,-108.18399999999994,-100.734,-110.20199999999998,-116.16700000000003,-118.56400000000009,-119.27199999999995,-117.27900000000001,-115.78698979591833
4463,19:35:18,40.010754999999996,116.46686799999999,-98.09387755102044,-102.36900000000001,-103.82400000000001,-107.53099999999999,-112.53999999999998,-119.01699999999997,-119.45200000000001,-120.245,-118.34800000000004,-116.9709387755102
4464,19:35:18,40.010775,116.466866,-96.80000000000001,-102.26700000000001,-105.78000000000002,-109.11400000000008,-108.88199999999995,-115.56199999999997,-117.155,-114.75699999999998,-113.55499999999996,-109.90199999999997
4466,19:35:18,40.010795,116.46686399999999,-99.44285714285718,-99.21300000000001,-104.14299999999996,-101.64099999999999,-110.39100000000006,-118.03100000000002,-119.96899999999998,-120.72499999999997,-118.71300000000001,-120.4084285714286
4467,19:35:19,40.010815,116.466862,-97.79693877551021,-102.82800000000002,-104.00100000000002,-104.60499999999996,-112.74100000000003,-118.01100000000005,-119.24299999999995,-118.95499999999998,-120.07000000000005,-119.75396938775509
4468,19:35:19,40.010836,116.46686000000001,-100.42142857142856,-100.78299999999999,-103.78000000000002,-102.94799999999995,-107.98200000000003,-118.27300000000002,-119.60000000000002,-120.083,-111.946,-118.28821428571433
4469,19:35:20,40.010877,116.466857,-99.92653061224489,-99.586,-102.68100000000003,-106.587,-108.08100000000002,-119.04599999999999,-119.58599999999998,-120.98300000000003,-120.37300000000006,-120.48326530612239
4470,19:35:20,40.010897,116.46685500000001,-100.2979591836735,-97.79799999999997,-99.04600000000002,-105.36099999999996,-105.77100000000004,-119.30499999999992,-120.31600000000005,-121.03500000000004,-119.36900000000001,-118.55197959183677
4471,19:35:20,40.010918,116.466853,-101.36836734693878,-98.24799999999993,-101.85,-106.92600000000004,-109.21500000000003,-119.22599999999997,-119.585,-118.94000000000004,-119.25099999999996,-117.16568367346942
4473,19:35:20,40.010939,116.466851,-101.16326530612243,-99.60799999999999,-102.65500000000003,-105.98300000000003,-110.61200000000001,-119.446,-120.291,-121.028,-120.53399999999999,-119.84063265306123
4474,19:35:21,40.010962,116.466848,-100.6295918367347,-103.995,-105.53299999999999,-104.47600000000007,-112.14699999999999,-118.69900000000001,-119.65000000000002,-119.987,-118.85299999999998,-115.91329591836735
4475,19:35:21,40.010984,116.466844,-99.42040816326528,-102.78399999999996,-105.43200000000003,-107.19300000000003,-109.95300000000003,-119.86999999999996,-120.24899999999998,-120.78999999999998,-120.44399999999996,-120.5232040816326
4476,19:35:21,40.011007,116.46684099999999,-99.83775510204082,-103.92000000000002,-106.32000000000002,-106.70499999999998,-108.585,-120.19000000000004,-120.39300000000001,-120.32700000000006,-119.78499999999998,-118.99137755102039
4477,19:35:22,40.011029,116.466838,-102.50000000000004,-103.02199999999999,-101.76599999999996,-105.87099999999998,-108.456,-120.381,-120.49499999999996,-120.838,-120.60699999999999,-120.61
4478,19:35:22,40.011052,116.466835,-99.78163265306125,-100.92299999999996,-105.09900000000002,-106.87000000000002,-112.4,-120.167,-120.513,-120.15300000000005,-120.22500000000005,-120.42181632653055
4480,19:35:22,40.011074,116.46683200000001,-102.2500000000001,-103.962,-105.13200000000002,-101.63999999999999,-109.934,-120.355,-120.51099999999992,-121.056,-120.70499999999997,-120.71849999999999
4481,19:35:23,40.011096,116.46683,-102.9642857142857,-100.80700000000003,-103.29199999999997,-101.79299999999999,-111.15400000000001,-120.542,-120.56800000000001,-121.035,-120.36200000000002,-120.21164285714289
4482,19:35:23,40.011117,116.466829,-103.22346938775507,-102.80299999999997,-104.43999999999997,-107.64699999999999,-107.88099999999994,-120.37499999999993,-120.46700000000004,-120.92200000000004,-120.248,-120.50723469387755
4483,19:35:23,40.011139,116.466828,-100.93571428571431,-102.96199999999995,-104.23999999999998,-105.35200000000007,-108.82500000000006,-116.38900000000001,-116.43099999999998,-114.26899999999999,-115.09300000000002,-114.06835714285717
4485,19:35:23,40.011161,116.466826,-102.16530612244898,-100.34500000000001,-104.07199999999995,-106.90299999999996,-110.885,-120.26800000000001,-120.552,-121.49999999999999,-120.25300000000004,-120.39165306122453
4486,19:35:24,40.011184,116.466823,-102.66224489795914,-101.96399999999998,-103.88100000000003,-104.55900000000005,-111.18600000000004,-120.33599999999998,-120.68199999999999,-121.39800000000001,-119.53900000000004,-120.05362244897961
4487,19:35:24,40.011207,116.46682,-106.26020408163264,-99.38000000000002,-101.73899999999999,-104.912,-108.71900000000004,-119.63600000000001,-119.98900000000002,-121.24700000000001,-120.85800000000003,-120.95260204081636
4488,19:35:24,40.011229,116.46681799999999,-104.52551020408166,-101.45100000000001,-104.65299999999996,-106.97000000000001,-110.03000000000006,-120.25400000000005,-120.575,-121.17700000000006,-120.365,-120.2992551020408
4489,19:35:25,40.011252,116.466815,-107.39591836734691,-105.229,-104.52100000000004,-110.41199999999994,-107.71199999999999,-115.36299999999997,-116.90599999999996,-119.79900000000002,-116.35999999999996,-109.04295918367349
4490,19:35:25,40.011275,116.46681299999999,-107.42551020408162,-105.7449999999999,-104.63500000000005,-111.06100000000006,-110.29000000000003,-115.95200000000003,-111.59599999999996,-114.57800000000003,-120.42200000000003,-120.05525510204079
4492,19:35:25,40.011297,116.46681000000001,-106.53775510204082,-110.55100000000002,-110.53199999999997,-110.44200000000002,-114.86,-119.92799999999997,-119.89300000000001,-120.84900000000003,-120.26899999999999,-116.13737755102038
4493,19:35:26,40.011318,116.466807,-105.81632653061223,-109.58300000000001,-109.53099999999999,-111.62099999999992,-115.81,-120.39700000000002,-119.03499999999998,-120.08699999999995,-119.93200000000004,-116.64916326530616
4494,19:35:26,40.011340000000004,116.46680400000001,-106.32142857142858,-107.33200000000002,-108.81199999999998,-113.242,-113.55599999999998,-120.538,-119.30699999999999,-120.19999999999995,-120.97300000000003,-120.98621428571428
4495,19:35:26,40.011361,116.466802,-109.84795918367347,-105.27900000000007,-107.05699999999996,-109.54700000000001,-112.00999999999993,-118.03300000000004,-119.74699999999997,-119.14300000000009,-120.32199999999999,-119.50747959183671
4496,19:35:26,40.011382,116.466799,-105.98571428571431,-103.58200000000005,-104.79199999999999,-108.60499999999996,-115.42000000000002,-120.31100000000006,-119.63800000000005,-116.01399999999998,-119.84999999999998,-119.87985714285715
