,[Measurement,Info,Unnamed: 2,average_1,average_2
254,19:14:33,40.008134,116.477808,-84.40361445783138,-115.79580722891572
255,19:14:34,40.008134,116.477807,-85.8341365461847,-117.87526827309237
256,19:14:34,40.008133,116.477807,-86.45863453815268,-118.27371726907624
258,19:14:34,40.008133,116.477806,-85.79939759036162,-117.24699879518077
259,19:14:35,40.008132,116.477806,-86.44738955823283,-117.2110947791165
260,19:14:35,40.008132,116.477806,-86.39337349397586,-117.19998674698799
262,19:14:35,40.008131,116.477806,-86.29618473895584,-117.60359236947788
263,19:14:36,40.008131,116.477806,-86.32831325301204,-117.37305662650597
264,19:14:36,40.008131,116.477807,-82.91606425702818,-117.24803212851413
265,19:14:36,40.008131,116.477807,-83.40722891566263,-117.16681445783135
266,19:14:36,40.008131,116.477808,-83.59236947791157,-117.04658473895586
267,19:14:37,40.008131,116.477808,-82.81224899598391,-117.79502449799196
268,19:14:37,40.008131,116.477808,-82.52991967871488,-117.74165983935745
270,19:14:37,40.00813,116.477808,-81.6686746987952,-116.39573734939759
271,19:14:38,40.00813,116.477808,-81.5136546184739,-117.70902730923687
272,19:14:38,40.00813,116.477807,-82.6710843373494,-116.51634216867475
273,19:14:38,40.008129,116.477807,-80.1100401606425,-116.08662008032132
274,19:14:39,40.008129,116.477806,-81.65542168674705,-116.39511084337354
275,19:14:39,40.008129,116.477806,-79.74156626506023,-115.25408313253013
277,19:14:39,40.008128,116.477805,-80.64076305220883,-117.75428152610439
278,19:14:40,40.008128,116.477805,-80.14658634538152,-117.51449317269088
279,19:14:40,40.008128,116.477805,-81.41064257028123,-117.43222128514049
281,19:14:40,40.008127,116.477804,-81.60220883534134,-118.47980441767054
282,19:14:41,40.008127,116.477804,-81.7522088353413,-117.5397044176707
283,19:14:41,40.008126,116.477804,-78.9644578313253,-118.75052891566253
284,19:14:41,40.008126,116.477804,-83.51506024096388,-118.64683012048194
285,19:14:42,40.008126,116.477804,-82.6034136546185,-118.90900682730923
286,19:14:42,40.008125,116.477804,-84.59277108433739,-118.94978554216867
288,19:14:42,40.008125,116.477803,-83.68694779116471,-118.26817389558224
289,19:14:42,40.008125,116.477803,-84.76385542168666,-119.56592771084335
290,19:14:43,40.008125,116.477803,-86.40120481927714,-119.25460240963861
291,19:14:43,40.008125,116.477803,-87.12309236947787,-117.66984618473896
292,19:14:43,40.008124,116.477803,-89.56084337349405,-118.5619216867471
293,19:14:44,40.008124,116.477803,-88.64738955823294,-119.0704947791165
294,19:14:44,40.008124,116.477803,-89.09638554216866,-118.48779277108434
296,19:14:44,40.008124,116.477803,-89.4961847389558,-118.611592369478
298,19:14:46,40.008124,116.477804,-88.46626506024093,-118.5151325301205
299,19:14:46,40.008124,116.477804,-84.01084337349383,-117.98802168674705
300,19:14:47,40.008124,116.477804,-85.13614457831333,-118.9438722891567
301,19:14:47,40.008123,116.477805,-87.56265060240965,-119.30052530120487
302,19:14:47,40.008123,116.477805,-83.27831325301209,-118.31195662650613
304,19:14:47,40.008123,116.477805,-80.01004016064249,-117.02982008032127
305,19:14:48,40.008123,116.477805,-81.86465863453809,-118.56932931726902
306,19:14:48,40.008123,116.477805,-86.69558232931719,-117.71279116465867
308,19:14:48,40.008123,116.477805,-86.98313253012047,-118.28876626506015
309,19:14:49,40.008124,116.477804,-88.81445783132527,-118.21842891566277
310,19:14:49,40.008124,116.477804,-91.0319277108434,-118.70926385542165
311,19:14:49,40.008124,116.477804,-94.23273092369485,-118.88126546184742
312,19:14:50,40.008124,116.477804,-93.50441767068286,-118.42840883534129
313,19:14:50,40.008124,116.477804,-94.08152610441763,-118.50536305220872
314,19:14:50,40.008124,116.477804,-95.09337349397607,-117.17098674698802
316,19:14:50,40.008124,116.477804,-86.10381526104415,-117.71180763052207
317,19:14:51,40.008124,116.477804,-85.95642570281123,-116.70751285140555
318,19:14:51,40.008124,116.477804,-83.74216867469876,-116.7968843373494
320,19:14:52,40.008124,116.477804,-84.4401606425702,-118.36168032128519
322,19:14:53,40.008125,116.477804,-83.76566265060238,-117.45533132530126
324,19:14:53,40.008125,116.477804,-85.81767068273095,-118.12263534136547
325,19:14:54,40.008125,116.477804,-84.40883534136549,-118.90461767068273
326,19:14:54,40.008125,116.477804,-82.68755020080324,-118.51797510040167
327,19:14:54,40.008125,116.477804,-83.79859437751006,-118.59459718875492
328,19:14:55,40.008125,116.477804,-82.06927710843372,-117.42713855421681
329,19:14:55,40.008125,116.477804,-84.03132530120486,-118.22906265060237
330,19:14:55,40.008125,116.477804,-81.70461847389572,-118.0988092369478
332,19:14:55,40.008125,116.477804,-92.18072289156628,-118.64516144578315
333,19:14:56,40.008125,116.477804,-92.9803212851406,-119.37616064257023
334,19:14:56,40.008125,116.477804,-96.71767068273087,-118.90083534136554
335,19:14:56,40.008124,116.477804,-95.95742971887562,-119.16971485943778
336,19:14:57,40.008124,116.477804,-95.41867469879524,-118.32263734939758
337,19:14:57,40.008124,116.477804,-96.33554216867468,-119.02307108433739
339,19:14:57,40.008124,116.477804,-95.83313253012058,-119.05746626506016
340,19:14:58,40.008124,116.477804,-96.00200803212859,-118.86580401606433
341,19:14:58,40.008124,116.477804,-92.7644578313253,-118.90292891566257
342,19:14:58,40.008124,116.477803,-91.85722891566263,-119.1435144578313
344,19:14:58,40.008124,116.477803,-87.16365461847388,-118.95692730923692
345,19:14:59,40.008124,116.477803,-85.96726907630524,-118.96833453815266
346,19:14:59,40.008124,116.477803,-86.1178714859438,-118.78003574297192
348,19:14:59,40.008124,116.477803,-86.15321285140568,-119.19990642570292
349,19:15:00,40.008124,116.477803,-86.46124497991963,-119.45412248995993
350,19:15:00,40.008124,116.477803,-84.80923694779112,-118.88901847389565
351,19:15:00,40.008124,116.477803,-81.23554216867473,-117.78427108433722
352,19:15:01,40.008124,116.477803,-80.63212851405625,-116.6280642570281
353,19:15:01,40.008124,116.477803,-79.82429718875505,-118.18944859437754
354,19:15:01,40.008124,116.477803,-79.7698795180723,-118.25213975903611
356,19:15:01,40.008124,116.477802,-78.8244979919678,-117.47624899598394
357,19:15:02,40.008124,116.477802,-79.82409638554213,-118.16724819277105
358,19:15:02,40.008124,116.477802,-80.40863453815268,-117.89621726907632
360,19:15:02,40.008124,116.477803,-79.14839357429709,-118.06669678714859
361,19:15:03,40.008123,116.477804,-80.44297188755021,-118.3376859437751
362,19:15:04,40.008122,116.477806,-81.14999999999996,-118.50570000000005
363,19:15:04,40.008121,116.477806,-82.12690763052207,-117.1344538152611
364,19:15:04,40.008121,116.477807,-84.77971887550206,-118.20035943775096
366,19:15:06,40.008106,116.477821,-85.13413654618476,-116.62426827309238
368,19:15:06,40.008101,116.477826,-81.14277108433735,-113.77908554216864
369,19:15:07,40.008097,116.47783,-82.38855421686748,-117.79977710843364
371,19:15:07,40.008088,116.477839,-84.6612449799197,-115.84132248996002
372,19:15:08,40.008077,116.47785,-90.79377510040162,-118.86478755020093
373,19:15:08,40.008072,116.477855,-92.84678714859433,-117.63049357429718
375,19:15:08,40.008064,116.477863,-92.81746987951806,-118.229634939759
376,19:15:09,40.008057,116.47787,-93.66626506024096,-118.7551325301204
377,19:15:09,40.008049,116.477877,-93.32851405622492,-116.10745702811249
378,19:15:09,40.008042,116.477885,-90.47108433734941,-116.68314216867476
379,19:15:10,40.008034,116.477892,-89.02610441767072,-114.91505220883529
380,19:15:10,40.008027,116.477899,-90.32650602409633,-116.67945301204821
382,19:15:10,40.008019,116.477907,-89.66646586345375,-115.87213293172687
383,19:15:11,40.008011,116.477915,-91.77228915662643,-116.22034457831326
384,19:15:11,40.008002,116.477923,-91.24779116465871,-116.5988955823293
386,19:15:12,40.007986,116.477939,-91.7443775100402,-114.42008875502
387,19:15:12,40.007977,116.477948,-93.49879518072294,-112.99939759036143
388,19:15:12,40.007968,116.477957,-91.57630522088355,-114.52735261044174
389,19:15:12,40.007959,116.477966,-92.35983935742973,-115.9245196787148
390,19:15:13,40.007951,116.477975,-91.213453815261,-115.76802690763049
391,19:15:13,40.007942,116.477984,-91.86807228915661,-116.92413614457837
393,19:15:14,40.007904,116.47802,-90.59236947791162,-117.66518473895579
395,19:15:14,40.007894,116.47803,-94.68614457831332,-117.55937228915658
396,19:15:15,40.007884,116.478039,-92.94337349397586,-116.247286746988
397,19:15:15,40.007865,116.478058,-92.36847389558237,-115.64313694779116
398,19:15:16,40.007855,116.478067,-92.37048192771086,-115.22974096385548
399,19:15:16,40.007845,116.478077,-93.40441767068272,-115.22440883534139
401,19:15:16,40.007835,116.478085,-91.8238955823293,-115.55684779116467
402,19:15:17,40.007827,116.478094,-93.7855421686747,-115.90017108433744
403,19:15:17,40.007818,116.478102,-95.15682730923693,-116.41391365461845
404,19:15:17,40.007809,116.47811,-93.38192771084341,-116.16876385542167
405,19:15:17,40.0078,116.478119,-74.13333333333337,-116.40386666666666
406,19:15:18,40.007782,116.478135,-75.5240963855421,-117.01844819277115
408,19:15:18,40.007772,116.478144,-76.13955823293175,-113.31267911646594
409,19:15:19,40.007762,116.478153,-77.40803212851402,-115.23161606425693
410,19:15:19,40.007752,116.478162,-77.2548192771085,-112.07090963855426
412,19:15:19,40.007743,116.478169,-77.29799196787147,-112.34939598393575
413,19:15:20,40.007735,116.478174,-76.64437751004016,-111.07708875502007
414,19:15:20,40.007726,116.47818,-78.24658634538154,-111.32449317269084
415,19:15:20,40.007718,116.478186,-78.85140562248993,-113.56290281124498
417,19:15:20,40.007709,116.478192,-82.7319277108434,-110.52646385542171
418,19:15:21,40.0077,116.478198,-79.52369477911644,-108.30784738955825
419,19:15:21,40.007691,116.478203,-80.66847389558238,-104.87693694779118
420,19:15:21,40.007682,116.478209,-81.39959839357427,-105.04799919678706
421,19:15:22,40.007673,116.478215,-87.37550200803204,-103.86995100401599
422,19:15:22,40.007664,116.478221,-84.66144578313254,-100.82752289156633
424,19:15:23,40.007628,116.478233,-92.3427710843374,-104.20148554216871
425,19:15:24,40.007611,116.478239,-76.01204819277115,-100.05162409638545
426,19:15:24,40.007602,116.478241,-89.28574297188753,-100.9963714859438
428,19:15:24,40.007593,116.478243,-91.96706827309242,-100.31673413654623
429,19:15:25,40.007584,116.478243,-94.80200803212854,-96.84760401606428
430,19:15:25,40.007575,116.478242,-90.35441767068279,-100.35110883534142
431,19:15:25,40.007566,116.478242,-87.35301204819278,-102.51750602409624
432,19:15:26,40.007558,116.478242,-89.59979919678712,-101.6833995983936
433,19:15:26,40.007549,116.478241,-92.8180722891566,-100.3364361445782
434,19:15:26,40.00754,116.478241,-99.3791164658634,-107.5861582329318
436,19:15:26,40.007532,116.478238,-98.87028112449809,-109.58094056224907
437,19:15:27,40.007524,116.478233,-99.7253012048193,-110.42005060240967
438,19:15:27,40.007516,116.478228,-94.72690763052208,-111.19465381526106
439,19:15:27,40.007508,116.478223,-95.34959839357428,-110.95249919678714
440,19:15:28,40.0075,116.478218,-95.33473895582325,-113.48366947791168
441,19:15:28,40.007492,116.478213,-95.55542168674705,-113.92011084337348
443,19:15:28,40.007484,116.478208,-96.29759036144574,-109.49559518072282
444,19:15:29,40.00748,116.478197,-99.06546184738943,-109.72393092369471
445,19:15:29,40.007476,116.478186,-97.99839357429715,-113.81339678714863
446,19:15:29,40.007471,116.478175,-99.97710843373495,-112.28155421686735
447,19:15:29,40.007467,116.478164,-100.1359437751005,-112.04287188755016
448,19:15:30,40.007463,116.478153,-98.7313253012048,-112.94206265060228
449,19:15:30,40.007459,116.478142,-98.62991967871484,-112.92365983935747
451,19:15:30,40.007456,116.478129,-99.81064257028108,-114.69082128514064
452,19:15:31,40.007455,116.478115,-100.22951807228912,-112.79625903614452
453,19:15:31,40.007453,116.478101,-101.34156626506017,-116.18928313253014
455,19:15:31,40.007452,116.478087,-100.66526104417669,-113.17413052208835
456,19:15:32,40.007451,116.478074,-98.75261044176715,-115.12090522088347
457,19:15:32,40.00745,116.478061,-100.1427710843374,-114.81288554216866
458,19:15:32,40.007449,116.478048,-100.06485943775108,-116.14732971887557
460,19:15:32,40.007449,116.478033,-100.74678714859436,-115.73149357429729
461,19:15:33,40.007448,116.478016,-102.61024096385536,-116.12742048192774
462,19:15:33,40.007448,116.478,-101.21626506024083,-115.74663253012044
463,19:15:33,40.007447,116.477983,-101.77730923694767,-115.3005546184739
464,19:15:34,40.007447,116.477967,-103.40883534136547,-112.95461767068274
465,19:15:34,40.007446,116.477951,-104.27690763052195,-113.90175381526106
467,19:15:34,40.007445,116.477934,-103.31967871485942,-114.69303935742977
468,19:15:35,40.007444,116.477916,-102.16224899598396,-113.25112449799185
469,19:15:35,40.007442,116.477899,-103.86305220883533,-114.97872610441767
470,19:15:35,40.007441,116.477881,-106.14337349397591,-114.4448867469879
471,19:15:35,40.007439,116.477863,-106.86787148594374,-115.1199357429719
472,19:15:36,40.007438,116.477846,-105.70200803212866,-117.2960040160643
473,19:15:36,40.007436,116.477828,-102.6708835341366,-116.99314176706825
475,19:15:36,40.007435,116.477811,-103.49518072289156,-117.64399036144584
476,19:15:37,40.007435,116.477794,-105.51004016064259,-117.30302008032123
477,19:15:37,40.007435,116.477776,-102.8114457831325,-117.75522289156628
479,19:15:37,40.007435,116.477759,-100.3186746987952,-118.77803734939745
480,19:15:38,40.007435,116.477744,-102.23433734939762,-116.78946867469892
481,19:15:38,40.007436,116.477728,-96.47610441767071,-118.29415220883536
482,19:15:38,40.007436,116.477712,-97.73674698795179,-118.20667349397598
483,19:15:38,40.007436,116.477697,-103.20080321285151,-119.04760160642572
484,19:15:39,40.007436,116.477681,-103.53453815261044,-119.01986907630527
485,19:15:39,40.007436,116.477665,-92.32630522088354,-119.01425261044176
487,19:15:39,40.007437,116.477649,-90.22831325301205,-119.05785662650595
488,19:15:40,40.007438,116.477634,-90.74638554216868,-118.72569277108441
489,19:15:40,40.007439,116.477618,-89.03192771084342,-118.93526385542161
491,19:15:40,40.00744,116.477602,-91.72891566265064,-118.68585783132531
492,19:15:41,40.007442,116.477589,-93.07871485943775,-119.22235742971888
493,19:15:42,40.007449,116.477526,-93.33192771084336,-118.45706385542175
495,19:15:43,40.007451,116.477496,-94.57911646586348,-118.56335823293175
496,19:15:43,40.007451,116.47748,-96.05140562248994,-118.58390281124504
497,19:15:43,40.007452,116.477464,-99.41807228915663,-116.66923614457832
498,19:15:44,40.007453,116.477435,-98.45301204819285,-116.52050602409645
499,19:15:44,40.007454,116.477419,-96.52771084337351,-117.80985542168672
501,19:15:44,40.007454,116.477403,-93.69618473895584,-118.57099236947795
502,19:15:45,40.007453,116.477387,-97.47811244979917,-118.36635622489952
503,19:15:45,40.007452,116.47737,-97.17168674698796,-118.66994337349387
505,19:15:46,40.007449,116.477313,-97.53734939759039,-118.81227469879536
506,19:15:46,40.007447,116.477292,-102.32228915662655,-119.28024457831324
507,19:15:47,40.007446,116.477277,-98.79196787148602,-118.49978393574294
509,19:15:47,40.007443,116.477245,-103.62369477911648,-118.43004738955813
510,19:15:48,40.007439,116.477218,-108.09859437751004,-118.98439718875501
511,19:15:48,40.007437,116.477206,-106.04738955823287,-119.52609477911652
512,19:15:49,40.007435,116.477193,-102.23815261044173,-119.45487630522082
513,19:15:49,40.007433,116.477181,-104.00220883534138,-119.28840441767069
515,19:15:49,40.007432,116.477171,-105.5562248995984,-119.50271244979915
516,19:15:50,40.007431,116.477163,-106.60622489959839,-119.5500124497993
517,19:15:50,40.00743,116.477155,-105.07911646586354,-119.73875823293176
518,19:15:50,40.007429,116.477147,-105.26626506024091,-119.46973253012042
519,19:15:51,40.007428,116.47714,-105.08835341365454,-119.60397670682735
520,19:15:51,40.007427,116.477132,-104.83915662650604,-118.22907831325304
521,19:15:51,40.007426,116.477124,-104.11847389558235,-119.4748369477912
523,19:15:51,40.007425,116.477119,-104.61927710843383,-118.49223855421685
524,19:15:52,40.007424,116.477112,-104.72168674698796,-119.416043373494
526,19:15:52,40.007423,116.477108,-104.82811244979926,-119.6042562248996
527,19:15:53,40.007421,116.477103,-105.49297188755023,-119.76998594377517
528,19:15:53,40.007419,116.477099,-104.28092369477912,-117.83436184738962
529,19:15:53,40.007417,116.477094,-104.57329317269078,-119.63034658634541
530,19:15:54,40.007415,116.477089,-105.70502008032123,-119.08821004016065
531,19:15:54,40.007413,116.477084,-106.80220883534149,-118.81640441767064
532,19:15:54,40.007411,116.47708,-107.06646586345379,-119.85353293172693
534,19:15:55,40.007405,116.477065,-108.38273092369477,-119.20616546184752
535,19:15:55,40.007402,116.477058,-110.28975903614452,-119.58737951807237
537,19:15:55,40.0074,116.477049,-110.29036144578315,-119.7355807228915
538,19:15:56,40.007398,116.477038,-109.955220883534,-119.330310441767
539,19:15:56,40.007396,116.477027,-109.26787148594387,-119.3687357429718
540,19:15:56,40.007395,116.477016,-110.05461847389552,-119.67390923694785
541,19:15:57,40.007393,116.477006,-105.87188755020084,-119.45594377510045
542,19:15:57,40.007392,116.476995,-108.48554216867474,-118.93157108433743
543,19:15:57,40.00739,116.476984,-108.57148594377512,-119.85054297188749
545,19:15:57,40.007389,116.476971,-106.92108433734941,-119.48604216867473
546,19:15:58,40.007388,116.476957,-108.22590361445779,-118.83885180722888
547,19:15:58,40.007388,116.476944,-108.39156626506019,-120.19398313253008
549,19:15:58,40.007388,116.47693,-107.09216867469885,-118.69238433734935
550,19:15:59,40.007388,116.476916,-107.54518072289147,-119.60469036144573
551,19:15:59,40.007388,116.476902,-104.85020080321281,-119.80010040160644
552,19:15:59,40.007389,116.476887,-104.37991967871484,-119.08835983935747
553,19:16:00,40.007389,116.476873,-105.24779116465864,-119.75549558232933
554,19:16:00,40.007389,116.476859,-105.67168674698796,-118.66814337349389
555,19:16:00,40.00739,116.476845,-105.87329317269084,-120.24774658634553
557,19:16:00,40.00739,116.476831,-105.09257028112451,-119.83178514056225
558,19:16:01,40.00739,116.476817,-104.09578313253009,-118.80859156626497
559,19:16:01,40.00739,116.476803,-106.19136546184728,-119.5729827309237
560,19:16:01,40.007391,116.476788,-104.89136546184739,-118.78498273092372
561,19:16:02,40.007391,116.476774,-100.83935742971897,-118.69487871485939
562,19:16:02,40.007391,116.47676,-97.43895582329317,-119.6268779116466
564,19:16:02,40.007391,116.476746,-98.38855421686745,-119.83757710843379
565,19:16:03,40.007391,116.476733,-98.91285140562243,-119.9166257028112
566,19:16:03,40.007391,116.476719,-96.2068273092369,-119.26361365461842
567,19:16:03,40.007391,116.476706,-95.16024096385544,-119.99572048192782
568,19:16:03,40.007391,116.476692,-96.44156626506022,-118.26828313253019
569,19:16:04,40.007391,116.476679,-97.76265060240968,-120.1597253012049
570,19:16:04,40.007391,116.476665,-99.24518072289149,-119.4586903614458
572,19:16:04,40.007391,116.476649,-100.783734939759,-119.90676746987954
573,19:16:05,40.007391,116.47663,-102.78714859437743,-118.99937429718877
574,19:16:05,40.007391,116.476612,-101.90140562249003,-119.17420281124502
575,19:16:05,40.007392,116.476593,-100.7738955823294,-119.0761477911646
576,19:16:06,40.007392,116.476575,-99.3728915662651,-119.40114578313253
577,19:16:06,40.007392,116.476557,-99.10441767068278,-117.81560883534135
578,19:16:06,40.007392,116.476538,-101.3026104417671,-120.17280522088356
579,19:16:06,40.007392,116.47652,-99.14277108433744,-120.51768554216868
580,19:16:07,40.007393,116.476483,-96.95662650602407,-119.25831325301206
582,19:16:07,40.007392,116.476462,-97.84518072289147,-119.7214903614457
584,19:16:09,40.007389,116.476347,-101.19196787148591,-118.84898393574295
585,19:16:09,40.007388,116.476324,-101.98493975903622,-120.16236987951801
586,19:16:10,40.007387,116.476301,-102.91044176706819,-120.4522208835342
587,19:16:10,40.007386,116.476277,-103.06907630522095,-119.6011381526104
588,19:16:10,40.007385,116.476254,-103.81807228915656,-120.31643614457833
590,19:16:10,40.007384,116.476231,-106.12369477911648,-119.8334473895583
591,19:16:11,40.007383,116.476187,-103.41244979919685,-119.7528248995984
593,19:16:11,40.007382,116.476164,-99.27851405622488,-120.2921570281125
594,19:16:12,40.007382,116.47614,-100.34357429718874,-120.55088714859426
595,19:16:12,40.007381,116.476116,-104.66907630522088,-120.84493815261052
596,19:16:12,40.007381,116.476092,-104.36064257028113,-120.02432128514053
597,19:16:13,40.00738,116.476068,-105.97670682730937,-120.29795341365467
598,19:16:13,40.00738,116.476045,-104.5682730923695,-120.41813654618473
599,19:16:13,40.007379,116.476021,-105.05361445783122,-121.0259072289157
601,19:16:13,40.007379,116.475996,-102.983734939759,-120.13636746987947
602,19:16:14,40.007379,116.475971,-104.12771084337345,-120.34545542168681
603,19:16:14,40.007379,116.475945,-103.87791164658647,-120.54175582329326
604,19:16:14,40.007379,116.47592,-104.80240963855424,-120.67520481927711
605,19:16:15,40.007379,116.475895,-106.14297188755016,-120.41768594377508
606,19:16:15,40.007379,116.47587,-106.45682730923694,-120.5631136546185
608,19:16:15,40.007379,116.475844,-107.87168674698805,-119.03994337349401
609,19:16:16,40.007378,116.475815,-107.772891566265,-120.03874578313261
610,19:16:16,40.007377,116.475786,-107.26586345381524,-120.59733172690758
611,19:16:16,40.007377,116.475757,-108.90301204819274,-120.44700602409631
612,19:16:16,40.007376,116.475728,-110.56024096385552,-120.63092048192773
614,19:16:18,40.007371,116.475593,-111.87851405622487,-120.2959570281124
615,19:16:18,40.00737,116.475565,-109.61144578313247,-120.51242289156626
617,19:16:19,40.007369,116.475515,-109.21506024096392,-120.91023012048191
618,19:16:19,40.007369,116.475484,-108.71706827309245,-119.9404341365462
619,19:16:19,40.007368,116.475454,-108.34759036144571,-120.96249518072283
620,19:16:20,40.007368,116.475423,-105.34437751004015,-119.72188875502013
621,19:16:20,40.007368,116.475393,-106.8618473895583,-120.47692369477902
622,19:16:20,40.007367,116.475362,-107.32530120481934,-121.06125060240961
624,19:16:20,40.007367,116.475333,-107.50140562248995,-120.963602811245
625,19:16:21,40.007366,116.475304,-105.4779116465864,-120.96675582329316
626,19:16:21,40.007365,116.475275,-104.22811244979907,-120.1884562248996
628,19:16:21,40.007364,116.475246,-104.5748995983937,-120.39794979919677
629,19:16:22,40.007363,116.475215,-105.17530120481925,-120.76515060240959
630,19:16:23,40.007358,116.475068,-103.95140562248997,-120.25570281124486
632,19:16:24,40.007357,116.475009,-106.2255020080321,-120.40685100401613
633,19:16:24,40.007357,116.47498,-107.33594377510039,-120.69067188755021
634,19:16:24,40.007356,116.47495,-109.18534136546174,-120.48397068273097
635,19:16:25,40.007356,116.47492,-107.62248995983934,-120.7684449799198
636,19:16:25,40.007355,116.474891,-109.9070281124498,-120.81841405622495
638,19:16:25,40.007355,116.474861,-109.74216867469872,-121.13508433734921
639,19:16:26,40.007356,116.474833,-110.46405622489966,-120.14072811244978
640,19:16:26,40.007356,116.474806,-110.31546184738959,-120.84223092369479
641,19:16:26,40.007357,116.474778,-109.02048192771085,-120.98904096385539
643,19:16:26,40.007357,116.474749,-110.37690763052223,-120.643753815261
644,19:16:27,40.007357,116.474718,-109.28755020080312,-121.1343751004017
645,19:16:27,40.007356,116.474688,-108.6154618473896,-120.78383092369477
646,19:16:27,40.007356,116.474657,-109.39196787148583,-120.84958393574294
647,19:16:28,40.007356,116.474627,-109.8819277108433,-120.61636385542178
648,19:16:28,40.007356,116.474596,-109.84839357429708,-120.95869678714864
650,19:16:28,40.007356,116.474566,-107.78253012048195,-120.44276506024099
651,19:16:30,40.007355,116.474415,-107.44919678714854,-120.97269839357435
652,19:16:30,40.007355,116.474372,-108.94658634538135,-121.35469317269076
654,19:16:30,40.007355,116.474342,-109.22108433734951,-121.17144216867466
655,19:16:31,40.007356,116.474313,-109.85642570281138,-121.20051285140563
656,19:16:31,40.007356,116.474283,-109.82008032128525,-121.35244016064257
657,19:16:31,40.007356,116.474253,-109.57951807228925,-120.62015903614444
658,19:16:32,40.007357,116.474224,-108.47349397590362,-120.6035469879518
659,19:16:32,40.007357,116.474194,-108.56767068273095,-121.25493534136545
661,19:16:32,40.007358,116.474164,-109.31325301204825,-121.153426506024
662,19:16:33,40.00736,116.474135,-108.75461847389556,-121.07230923694777
663,19:16:33,40.007362,116.474105,-108.65481927710849,-121.28290963855423
664,19:16:33,40.007364,116.474076,-110.8987951807229,-120.86719759036158
665,19:16:33,40.007366,116.474047,-111.33273092369487,-121.51846546184734
666,19:16:34,40.007368,116.474017,-109.85642570281128,-121.46751285140556
667,19:16:34,40.00737,116.473988,-109.76666666666661,-121.82513333333345
669,19:16:34,40.007373,116.473959,-110.62429718875508,-120.80944859437756
